,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,plot-size,construction-period,garden-surface-area,postcode,date
72,2100,1083 EE Amsterdam (Buitenveldert-Oost),Apartment Van Nijenrodeweg,First Class Housing,/apartment-for-rent/amsterdam/3d827345/van-nijenrodeweg,https://casco-media-prod.global.ssl.fastly.net/3d827345-e1f5-52ee-a1a5-530f3bb4a0af/9ca644b82c49484367da81cea2e3d44a.jpg?width=600&auto=webp,87,,3,Furnished,,,,1083EE,2021-11-02
73,1523,3571 KE Utrecht (Tuindorp-Oost),Apartment Winklerlaan,NederWoon Verhuurmakelaars Utrecht,/apartment-for-rent/utrecht/982f0d3a/winklerlaan,https://casco-media-prod.global.ssl.fastly.net/982f0d3a-a86d-5941-9e16-2a8a651fc152/28c4f2a473b05f881fac46f1852ea801.jpg?width=600&auto=webp,103,,4,Shell,,,,3571KE,2021-11-02
74,1395,7533 VP Enschede (Velve-Lindenhof),Apartment Oostveenweg,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/ec0d3987/oostveenweg,https://media.pararius.nl/image/PR0001659000/PR0001659542/image/jpeg/400x600/EnschedeOostveenweg-c26f_1.jpg,75,,3,Upholstered,,,,7533VP,2021-11-02
75,1015,9743 AD Groningen (Friesestraatweg),Apartment Friesestraatweg 205 11,Pandomo Makelaars,/apartment-for-rent/groningen/e5e453f2/friesestraatweg,https://casco-media-prod.global.ssl.fastly.net/e5e453f2-f96a-5cbc-84e8-c34f7e0c91f3/76bb945cf27b8f7a22bf41526fef07fc.jpg?width=600&auto=webp,72,,3,,,2020,,9743AD,2021-11-02
76,2100,1186 XP Amstelveen (Punterbuurt),House Turfschip 138,Amstel Property Agency,/house-for-rent/amstelveen/dbbb364e/turfschip,https://casco-media-prod.global.ssl.fastly.net/dbbb364e-d9fb-5ba4-9813-c6f872f8995a/9585f220789bc76161e62fac92f7aa8d.jpg?width=600&auto=webp,140,,5,Furnished,,,,1186XP,2021-11-02
77,2200,1098 NM Amsterdam (Middenmeer),Apartment Faradaystraat,Relocation-Amsterdam,/apartment-for-rent/amsterdam/65c2e67c/faradaystraat,https://casco-media-prod.global.ssl.fastly.net/65c2e67c-6434-5867-87a1-2ab240f4031a/7d774e76dd66d785c1930ff2538c6e4f.jpg?width=600&auto=webp,100,,3,Furnished,,,,1098NM,2021-11-02
78,1300,3051 EV Rotterdam (Hillegersberg Zuid),Apartment Willem de Rijkestraat 43,Stad en Land Makelaars,/apartment-for-rent/rotterdam/f8420bb8/willem-de-rijkestraat,https://casco-media-prod.global.ssl.fastly.net/f8420bb8-8e64-517c-90d2-2e5d19497b46/48b285ae4d0f44dda22af1a94e0f6c0c.jpg?width=600&auto=webp,68,,4,Upholstered,,,,3051EV,2021-11-02
79,975,"7514 BH Enschede (Lasonder, Zeggelt)",Apartment Deurningerstraat,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/e37b86f3/deurningerstraat,https://media.pararius.nl/image/PR0001659000/PR0001659541/image/jpeg/400x600/EnschedeDeurningerstraat-52bf_1.jpg,50,,2,Upholstered,,,,7514BH,2021-11-02
80,825,7514 DV Enschede (De Laares),Apartment Oldenzaalsestraat,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/4c2285bd/oldenzaalsestraat,https://media.pararius.nl/image/PR0001659000/PR0001659540/image/jpeg/400x600/EnschedeOldenzaalsestraat-3d78_4.jpg,25,,2,Upholstered,,,,7514DV,2021-11-02
81,1650,3011 PT Rotterdam (Stadsdriehoek),Apartment Hoogstraat,Interhouse verhuurmakelaars Rotterdam,/apartment-for-rent/rotterdam/4d85619d/hoogstraat,https://casco-media-prod.global.ssl.fastly.net/4d85619d-ddea-5136-9977-348e1983ce6d/1f8ac3f23d9a15899a3a045a9ffefb1b.jpg?width=600&auto=webp,82,,3,Upholstered,,,,3011PT,2021-11-02
82,1390,4811 PG Breda (Chassé),Apartment Godevaert Montensstraat,123Wonen Breda,/apartment-for-rent/breda/6d3805fc/godevaert-montensstraat,https://casco-media-prod.global.ssl.fastly.net/6d3805fc-2c89-54df-8748-b08c60a94832/35df109151ea6887a039b5628bebb479.jpg?width=600&auto=webp,70,,3,Furnished,,,,4811PG,2021-11-02
83,1160,5211 XH Den Bosch (Binnenstad-Centrum),Apartment Eerste Straatje van Best,HertogWonen,/apartment-for-rent/den-bosch/40ef16fd/eerste-straatje-van-best,https://media.pararius.nl/image/PR0001659000/PR0001659539/image/jpeg/400x600/DenBoschEersteStraatjevanBest-c637_1.jpg,69,,2,Upholstered,,,,5211XH,2021-11-02
84,1200,7511 JG Enschede (City),Apartment Brammelerstraat,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/985994d1/brammelerstraat,https://media.pararius.nl/image/PR0001659000/PR0001659538/image/jpeg/400x600/EnschedeBrammelerstraat-557d_7.jpg,70,,2,Upholstered,,,,7511JG,2021-11-02
85,725,2563 AA Den Haag (Sweelinckplein en omgeving),Apartment Laan van Meerdervoort,Immovita,/apartment-for-rent/den-haag/945e38ee/laan-van-meerdervoort,https://casco-media-prod.global.ssl.fastly.net/945e38ee-77c1-545c-9ed3-97d6df9ea60a/60ef6700c5222e59d0a6b11955d440e1.jpg?width=600&auto=webp,40,,1,Upholstered,,,,2563AA,2021-11-02
86,1150,7511 JG Enschede (City),Apartment Brammelerstraat,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/b90ea604/brammelerstraat,https://media.pararius.nl/image/PR0001659000/PR0001659537/image/jpeg/400x600/EnschedeBrammelerstraat-ac58_4.jpg,65,,2,Upholstered,,,,7511JG,2021-11-02
87,1450,1054 AC Amsterdam (Helmersbuurt),Apartment Nassaukade 372 4A,Amsterdam Housing,/apartment-for-rent/amsterdam/3b72e5f2/nassaukade,https://casco-media-prod.global.ssl.fastly.net/3b72e5f2-7f85-5817-a5b6-bd50a987b951/53e14fb85671176724424f3ff69243cb.jpg?width=600&auto=webp,32,,2,Furnished,,,,1054AC,2021-11-02
88,3300,1181 TZ Amstelveen (Elsrijk West),House Heemraadschapslaan 29,Amsterdam Housing,/house-for-rent/amstelveen/7488b825/heemraadschapslaan,https://casco-media-prod.global.ssl.fastly.net/7488b825-736c-5820-af9f-2f6697277185/5e3d53ce3b4080d0deaa305cf4a24734.jpg?width=600&auto=webp,120,,6,Upholstered,,,,1181TZ,2021-11-02
89,1350,1811 AJ Alkmaar (Binnenstad-Oost),House Oosterburgstraat,123Wonen Alkmaar,/house-for-rent/alkmaar/eb946e38/oosterburgstraat,https://casco-media-prod.global.ssl.fastly.net/eb946e38-8035-5411-869a-2fab032946c9/afe1f8276211d8ffa7c6182d6a584981.jpg?width=600&auto=webp,85,,4,Upholstered,,,,1811AJ,2021-11-02
90,1395,6211 PW Maastricht (Kommelkwartier),Apartment Herdenkingsplein,Het Hoofse Huis,/apartment-for-rent/maastricht/68deb502/herdenkingsplein,https://casco-media-prod.global.ssl.fastly.net/68deb502-cd0c-51a7-a701-1c8803a2bc73/b539c31655cd834045bcdab7a5e73acf.jpg?width=600&auto=webp,60,,2,Furnished,,,,6211PW,2021-11-02
91,1150,7514 DV Enschede (De Laares),Apartment Oldenzaalsestraat,Veldboom Vastgoed Enschede,/apartment-for-rent/enschede/a99d708c/oldenzaalsestraat,https://media.pararius.nl/image/PR0001659000/PR0001659536/image/jpeg/400x600/EnschedeOldenzaalsestraat-d33f_1.jpg,65,,2,Upholstered,,,,7514DV,2021-11-02
92,650,6531 HK Nijmegen (Hazenkamp),Studio Groenestraat,BP Homeleasing,/studio-for-rent/nijmegen/fa92a59c/groenestraat,https://media.pararius.nl/image/PR0001659000/PR0001659535/image/jpeg/400x600/NijmegenGroenestraat-ddfe_1.jpg,28,,1,Furnished,,,,6531HK,2021-11-02
93,2400,1181 AW Amstelveen (Randwijck West),House Hendrik van Borsselenkade 5,Koops Makelaardij Amstelveen,/house-for-rent/amstelveen/5c7b5998/hendrik-van-borsselenkade,https://casco-media-prod.global.ssl.fastly.net/5c7b5998-1064-59e5-a2c2-0a34c7797c4f/11abde1d31363c681bfcb530c7682ef4.jpg?width=600&auto=webp,115,,4,Upholstered,,,,1181AW,2021-11-02
94,1195,2514 JH Den Haag (Voorhout),Apartment Parkstraat,Parkstone,/apartment-for-rent/den-haag/1e9e0a88/parkstraat,https://casco-media-prod.global.ssl.fastly.net/1e9e0a88-cfe9-53d7-9d52-d5bb8e6bbeee/e453ab424396420ed478c34f9e0b50d9.jpg?width=600&auto=webp,31,,1,Upholstered or furnished,,,,2514JH,2021-11-02
95,2350,2011 MX Haarlem (Stationsbuurt),Apartment Kenaustraat,MooyekindHousing,/apartment-for-rent/haarlem/fbef15a6/kenaustraat,https://media.pararius.nl/image/PR0001659000/PR0001659273/image/jpeg/400x600/HaarlemKenaustraat-e50d_14.jpg,110,,3,Furnished,,,,2011MX,2021-11-02
96,2950,2595 DE Den Haag (Rivierenbuurt-Noord),Apartment Anna van Buerenplein,Interhouse verhuurmakelaars Den Haag,/apartment-for-rent/den-haag/c0732098/anna-van-buerenplein,https://casco-media-prod.global.ssl.fastly.net/c0732098-4b7a-541d-9fb7-008e2fc59fe0/4803e584be1d3104e003cb72d0f2e4b0.jpg?width=600&auto=webp,120,,4,Furnished,,,,2595DE,2021-11-02
97,1820,2584 AV Den Haag (Oud Scheveningen),Apartment Duinstraat 21,Stadsherstel Den Haag,/apartment-for-rent/den-haag/2e523dfe/duinstraat,https://media.pararius.nl/image/PR0001659000/PR0001659531/image/jpeg/400x600/DenHaagDuinstraat-ddf5_1.jpg,105,,4,Shell,,,,2584AV,2021-11-02
98,1275,2713 GN Zoetermeer (Driemanspolder),Apartment Stadhoudersring 432,Avenir Vastgoed,/apartment-for-rent/zoetermeer/a4d74aa1/stadhoudersring,https://casco-media-prod.global.ssl.fastly.net/a4d74aa1-d90f-5464-92b7-321836d1ac2c/20f75ee821491d24ccedfb76f7d87579.jpg?width=600&auto=webp,95,,5,Upholstered,,,,2713GN,2021-11-02
99,1450,3706 BW Zeist (Mooi Zeist),Apartment Bachlaan,123Wonen Utrecht,/apartment-for-rent/zeist/2b87169a/bachlaan,https://casco-media-prod.global.ssl.fastly.net/2b87169a-5102-5482-8fbd-38bec802b258/c3e7d178bac75baeef3861c0cbd87ae3.jpg?width=600&auto=webp,125,,3,Upholstered,,,,3706BW,2021-11-02
100,1400,2132 DL Hoofddorp (Hoofddorp Zuid),Apartment Marktlaan,HB Housing ,/apartment-for-rent/hoofddorp/27ccf688/marktlaan,https://casco-media-prod.global.ssl.fastly.net/27ccf688-0024-5e04-b1c2-9fe18413ca76/6a806553916c40f73b889e2ed868c77f.jpg?width=600&auto=webp,35,,2,Furnished,,,,2132DL,2021-11-02
101,925,3314 CV Dordrecht (Zuidendijk),Apartment Zuidendijk,Verhuurmakelaar Hsiang,/apartment-for-rent/dordrecht/70810b0b/zuidendijk,https://casco-media-prod.global.ssl.fastly.net/70810b0b-e92f-59b0-b1b6-16ae3f820dcd/db5e108b1cec5dfd319fb7abdb6c0a9c.jpg?width=600&auto=webp,50,,2,Furnished,,,,3314CV,2021-11-02
102,1300,4813 ED Breda (Princenhage),Apartment Dreef,Cemento Real Estate,/apartment-for-rent/breda/197670d9/dreef,https://casco-media-prod.global.ssl.fastly.net/197670d9-1879-51fd-b606-830c9624aa3f/2eb7424b39d6993ccfdc258d168d2fd8.jpg?width=600&auto=webp,75,,3,,,,,4813ED,2021-11-02
103,699,4811 HV Breda (City),Apartment Halstraat,Cemento Real Estate,/apartment-for-rent/breda/b7afe0bf/halstraat,https://casco-media-prod.global.ssl.fastly.net/b7afe0bf-1b18-5971-bf5e-de7e777cff4f/b86163ac5f21e7d8381837ecf62267a0.jpg?width=600&auto=webp,24,,2,Upholstered,,,,4811HV,2021-11-02
104,1150,1325 TZ Almere (Filmwijk),Apartment Fellinilaan,Inter Immo Almere,/apartment-for-rent/almere/68076b01/fellinilaan,https://casco-media-prod.global.ssl.fastly.net/68076b01-8d65-5f54-872d-05b0ec714e1b/25f4b5f1e87b2f765ae3a757725ce4d7.jpg?width=600&auto=webp,80,,2,Upholstered,,,,1325TZ,2021-11-02
105,1650,2315 KW Leiden (De Waard),House Munnikenstraat,Koops Makelaardij Leiden,/house-for-rent/leiden/f22c8ef7/munnikenstraat,https://casco-media-prod.global.ssl.fastly.net/f22c8ef7-c935-534f-b6dd-246c863008ad/1161bc59c957c3a06db8cdc4a80832d7.jpg?width=600&auto=webp,80,,3,Upholstered,,,,2315KW,2021-11-02
106,1250,3014 GM Rotterdam (Cool),Studio Westersingel,Rotterdam Apartments,/studio-for-rent/rotterdam/fe32c0a1/westersingel,https://casco-media-prod.global.ssl.fastly.net/fe32c0a1-8b90-5272-9145-68b7c2b357ab/a9f0ebfe8dc301732ca8510ec5966a28.jpg?width=600&auto=webp,29,,1,Furnished,,,,3014GM,2021-11-02
107,1100,3708 HP Zeist (Kerckebosch),Apartment Anna Paulownalaan,Rebid,/apartment-for-rent/zeist/ca628d63/anna-paulownalaan,https://casco-media-prod.global.ssl.fastly.net/ca628d63-ebb6-51c6-91d0-a9c1d63025b1/d3ea90a37954d8f5c478b4d7a10ee5f0.jpg?width=600&auto=webp,65,,3,,,2010,,3708HP,2021-11-02
108,895,2573 GT Den Haag (Oostbroek-Zuid),Apartment Nunspeetlaan,Duinzigt Wonen B.V.,/apartment-for-rent/den-haag/cc6a094d/nunspeetlaan,https://casco-media-prod.global.ssl.fastly.net/cc6a094d-0ddd-5a51-ad97-2f6386f84910/cb534a0b02bd5900ab008a8592ffae37.jpg?width=600&auto=webp,55,,3,Upholstered,,,,2573GT,2021-11-02
109,725,2518 EX Den Haag (Zeeheldenkwartier),Apartment Van Speijkstraat,Duinzigt Wonen B.V.,/apartment-for-rent/den-haag/76b877b0/van-speijkstraat,https://casco-media-prod.global.ssl.fastly.net/76b877b0-ce04-58e2-bf47-76888fed9527/5552cbf64feeec47ad106b27ef076f69.jpg?width=600&auto=webp,35,,2,Upholstered,,,,2518EX,2021-11-02
110,725,2518 EX Den Haag (Zeeheldenkwartier),Apartment Van Speijkstraat,Duinzigt Wonen B.V.,/apartment-for-rent/den-haag/8c03760c/van-speijkstraat,https://casco-media-prod.global.ssl.fastly.net/8c03760c-6bdd-53ec-8393-22354828f3cd/f492f7d770e9aa2c0d338e50de5f5d88.jpg?width=600&auto=webp,35,,2,Upholstered,,,,2518EX,2021-11-02
111,725,2518 EX Den Haag (Zeeheldenkwartier),Apartment Van Speijkstraat,Duinzigt Wonen B.V.,/apartment-for-rent/den-haag/60a61e33/van-speijkstraat,https://casco-media-prod.global.ssl.fastly.net/60a61e33-2faf-599c-8a8c-eca51c938dcc/29f6e63cd0e3671fae704fa62bb03404.jpg?width=600&auto=webp,35,,2,Upholstered,,,,2518EX,2021-11-02
112,1250,3073 BZ Rotterdam (Bloemhof),Apartment Lange Hilleweg,Hospitality Apartments,/apartment-for-rent/rotterdam/a414cc7f/lange-hilleweg,https://casco-media-prod.global.ssl.fastly.net/a414cc7f-831d-58ef-9b74-30a24bc542df/0862a5a92698f5dd0e9dd2ddf03687a7.jpg?width=600&auto=webp,74,,3,Upholstered,,,,3073BZ,2021-11-02
113,1095,3038 TC Rotterdam (Bergpolder),Apartment Borgesiusstraat,BenHousing,/apartment-for-rent/rotterdam/3328d46f/borgesiusstraat,https://casco-media-prod.global.ssl.fastly.net/3328d46f-2974-5115-907e-55988c5642a4/1620cdce93e7ce7310b12dd667bffdf6.jpg?width=600&auto=webp,55,,2,Upholstered,,,,3038TC,2021-11-02
114,425,2583 AG Den Haag (Geuzenkwartier),Room Westduinweg,The Hague for Rent,/room-for-rent/den-haag/cad4dc9e/westduinweg,https://media.pararius.nl/image/PR0001659000/PR0001659530/image/jpeg/400x600/DenHaagWestduinweg-c884_1.jpg,12,,1,Furnished,,,,2583AG,2021-11-02
115,1350,5701 VB Helmond (Vossenberg),House Hermelijnstraat,Stoit Groep,/house-for-rent/helmond/aac1253d/hermelijnstraat,https://casco-media-prod.global.ssl.fastly.net/aac1253d-929e-50d5-a72b-da40d3038e3d/efb1207136f9d5842f77e1c574b46520.jpg?width=600&auto=webp,97,,4,Upholstered,,,,5701VB,2021-11-02
116,850,6702 AE Wageningen (Nude-buurt),Apartment Troelstraweg 43,Heimstaden,/apartment-for-rent/wageningen/1b074b0b/troelstraweg,https://casco-media-prod.global.ssl.fastly.net/1b074b0b-bb05-5b09-8aac-13b8ebbd7712/5ad985b74fc5057162b59a9d80dbcaa4.jpg?width=600&auto=webp,81,,4,,,1968,,6702AE,2021-11-02
117,1200,4819 BE Breda (Boeimeer),Apartment Boeimeerlaan,bredawonen.com,/apartment-for-rent/breda/9a09696f/boeimeerlaan,https://media.pararius.nl/image/PR0001659000/PR0001659529/image/jpeg/400x600/BredaBoeimeerlaan-9bc9_1.jpg,80,,3,Upholstered,,,,4819BE,2021-11-02
118,1295,2023 EM Haarlem (Kleverpark-noord),Apartment Jelgersmastraat,Centraal Makelaardij,/apartment-for-rent/haarlem/aacb64d8/jelgersmastraat,https://casco-media-prod.global.ssl.fastly.net/aacb64d8-4cb6-560b-a7cd-6e78c0e3dee0/d0752c394ed98d3eeb77817490baf830.jpg?width=600&auto=webp,66,,3,,,,55,2023EM,2021-11-02
119,1500,"5331 KJ Kerkdriel (Verspreide huizen Kerkdriel, Berm en Hoorzik)",House Hoorzik,MVG Capital Vastgoedbeheer & Advies,/house-for-rent/kerkdriel/4d2a347d/hoorzik,https://casco-media-prod.global.ssl.fastly.net/4d2a347d-0ff2-5c2d-af27-33e01cdc1249/b1af3c9fcb30cf85d69d182d5daf7a5e.jpg?width=600&auto=webp,195,,6,,,1989,,5331KJ,2021-11-02
120,1200,4819 CA Breda (Boeimeer),Apartment Graaf Hendrik III laan,bredawonen.com,/apartment-for-rent/breda/e3e0bdbd/graaf-hendrik-iii-laan,https://media.pararius.nl/image/PR0001659000/PR0001659528/image/jpeg/400x600/BredaGraafHendrikIIIlaan-a536_1.jpg,90,,3,Upholstered,,,,4819CA,2021-11-02
121,1300,1073 VD Amsterdam (Nieuwe Pijp),Apartment Sint Willibrordusstraat 64 C,MA Residences,/apartment-for-rent/amsterdam/7a0d16fa/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/7a0d16fa-7ff4-5862-afb0-0aa26544f6ba/6b8234d135623c65e151effa15fd7f45.jpg?width=600&auto=webp,28,,1,Upholstered,,,,1073VD,2021-11-02
122,1750,1075 TK Amsterdam (Schinkelbuurt),Apartment Derde Schinkelstraat 27 R,MA Residences,/apartment-for-rent/amsterdam/db3eb4c9/derde-schinkelstraat,https://casco-media-prod.global.ssl.fastly.net/db3eb4c9-a569-58e8-b024-5cdc83638c89/c5301f090a869c142220ca39a0cdfb2d.jpg?width=600&auto=webp,40,,2,Upholstered or furnished,,,,1075TK,2021-11-02
123,1400,1075 TK Amsterdam (Schinkelbuurt),Apartment Derde Schinkelstraat 31 B,MA Residences,/apartment-for-rent/amsterdam/4a1c0076/derde-schinkelstraat,https://casco-media-prod.global.ssl.fastly.net/4a1c0076-bb68-5845-a7d8-022069ee3f91/3a6f39d1bc7281119db8b4730e21648b.jpg?width=600&auto=webp,28,,2,Upholstered or furnished,,,,1075TK,2021-11-02
124,1575,1016 RT Amsterdam (Jordaan),Apartment Lauriergracht 148 II,MA Residences,/apartment-for-rent/amsterdam/dfd3a1a9/lauriergracht,https://casco-media-prod.global.ssl.fastly.net/dfd3a1a9-54b0-5d32-8942-08cff54e8c47/21e19d119a83eb82ad8c47b0d2df3d80.jpg?width=600&auto=webp,50,,2,Upholstered or furnished,,,,1016RT,2021-11-02
125,1550,1075 TK Amsterdam (Schinkelbuurt),Apartment Derde Schinkelstraat 31 II,MA Residences,/apartment-for-rent/amsterdam/643ee703/derde-schinkelstraat,https://casco-media-prod.global.ssl.fastly.net/643ee703-cd3d-5ab8-8598-9f6186afc77c/5b9acb9d49db5fc75f4e1b2373b97ba9.jpg?width=600&auto=webp,37,,2,Upholstered or furnished,,,,1075TK,2021-11-02
126,1500,1017 TJ Amsterdam (De Weteringschans),Apartment Fokke Simonszstraat 50 A,Flexstone Real Estate,/apartment-for-rent/amsterdam/301d542f/fokke-simonszstraat,https://media.pararius.nl/image/PR0001659000/PR0001659527/image/jpeg/400x600/AmsterdamFokkeSimonszstraat-2665_1.jpg,45,,2,Upholstered,,,,1017TJ,2021-11-02
127,590,5038 AD Tilburg (Binnenstad West),Room Heuvelstraat,BVwonen,/room-for-rent/tilburg/785c2f63/heuvelstraat,https://casco-media-prod.global.ssl.fastly.net/785c2f63-c495-57da-bfa3-3b95fadfb23e/7bf4e3b4ebae12c045df0b5a5c797933.jpg?width=600&auto=webp,35,,2,,,,,5038AD,2021-11-02
128,1500,1431 BR Aalsmeer (Centrum),House Helling 29,Koops Makelaardij Amstelveen,/house-for-rent/aalsmeer/42135bb6/helling,https://casco-media-prod.global.ssl.fastly.net/42135bb6-f231-5629-a060-8f7b23a4fcc8/9e67eca2ba024b02146e4d68343dcd72.jpg?width=600&auto=webp,92,,3,Upholstered,,,,1431BR,2021-11-02
129,1100,3034 HG Rotterdam (Oud Crooswijk),Apartment Crooswijkseweg,Dop & Dop Consultancy,/apartment-for-rent/rotterdam/d0ba51a0/crooswijkseweg,https://casco-media-prod.global.ssl.fastly.net/d0ba51a0-1231-5439-b7eb-3e5848d9b221/f0dc40ab23af1c509cefea6ff2a2e168.jpg?width=600&auto=webp,40,,3,,,,,3034HG,2021-11-02
130,1250,2597 GD Den Haag (Duinzigt),Apartment Cees Laseurlaan,Residence Makelaars,/apartment-for-rent/den-haag/b161a639/cees-laseurlaan,https://casco-media-prod.global.ssl.fastly.net/b161a639-590b-5199-a655-f47807a2d264/8a1573cc0265046f5defe2876e358f45.jpg?width=600&auto=webp,50,,2,Upholstered,,,,2597GD,2021-11-02
131,1280,3061 CM Rotterdam (Kralingen West),Apartment Hoge Boezem 16 B,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/1f25ffc3/hoge-boezem,https://casco-media-prod.global.ssl.fastly.net/1f25ffc3-8f8e-5522-bb81-1ee82bc3ea93/fed54105f8225903c29d8cb8e868a7ab.jpg?width=600&auto=webp,95,,3,Shell,,,,3061CM,2021-11-02
132,850,2801 VA Gouda (Raam e.o.),Apartment Nonnenwater 8 105,Living Today,/apartment-for-rent/gouda/d279c76c/nonnenwater,https://casco-media-prod.global.ssl.fastly.net/d279c76c-0d05-51ab-9efb-90c89df23d82/e8fc041de944320204a0eb101a20a677.jpg?width=600&auto=webp,38,,2,Upholstered,,,,2801VA,2021-11-02
133,625,2311 SB Leiden (Pieterswijk),Room Lombardpoort 11,Living Today,/room-for-rent/leiden/feb86cb9/lombardpoort,https://casco-media-prod.global.ssl.fastly.net/feb86cb9-5841-5c52-96cd-de044652ab15/8634e3a73d2f4933070426941584bf0e.jpg?width=600&auto=webp,24,,1,Upholstered,,,,2311SB,2021-11-02
134,825,5014 MG Tilburg (Hoefstraat Zuid),House Van Goorstraat,123Wonen Tilburg,/house-for-rent/tilburg/defa8fb8/van-goorstraat,https://casco-media-prod.global.ssl.fastly.net/defa8fb8-232d-5b8d-bc3c-391267b74557/52707306793be2b3921b02dea9ae6a20.jpg?width=600&auto=webp,53,,2,Upholstered,,,,5014MG,2021-11-02
135,1650,6846 ZC Arnhem (Schuytgraaf-Centrum),House Helenastraat,123Wonen Arnhem,/house-for-rent/arnhem/ecf44753/helenastraat,https://casco-media-prod.global.ssl.fastly.net/ecf44753-b972-50ad-9a9e-42a41ce70985/fbb6eea5566477dff4089c3aeac07f34.jpg?width=600&auto=webp,109,,3,Furnished,,,,6846ZC,2021-11-02
136,795,6041 HS Roermond (Binnenstad),Apartment Willem II Singel,Van Santvoort Makelaars Eindhoven,/apartment-for-rent/roermond/3f180d43/willem-ii-singel,https://casco-media-prod.global.ssl.fastly.net/3f180d43-eae6-5204-ab88-9f336a30e47b/e288dc3c67a5c528c72f667985e7b925.jpg?width=600&auto=webp,50,,3,,,2017,,6041HS,2021-11-02
137,735,1811 LW Alkmaar (Binnenstad-West),Apartment Pieterstraat 8 b,072wonen,/apartment-for-rent/alkmaar/55b32e3c/pieterstraat,https://casco-media-prod.global.ssl.fastly.net/55b32e3c-1a69-5284-9166-70fc90a45df5/4321d13a2388986c788cedfe3ad79053.jpg?width=600&auto=webp,33,,2,Upholstered,,,,1811LW,2021-11-02
138,925,1816 ND Alkmaar (De Hoef III en IV),Apartment Aert de Gelderlaan 208,072wonen,/apartment-for-rent/alkmaar/ad972f23/aert-de-gelderlaan,https://casco-media-prod.global.ssl.fastly.net/ad972f23-459d-52b7-af8b-626a2ea9e839/2291a508a0d400b74fd60370fb868edd.jpg?width=600&auto=webp,81,,2,Upholstered,,,,1816ND,2021-11-02
139,650,5213 AP Den Bosch (Graafsebuurt-Noord),Room Graafseweg,Nu-huren.nl,/room-for-rent/den-bosch/034bc5e9/graafseweg,https://casco-media-prod.global.ssl.fastly.net/034bc5e9-bbaa-576f-bd0a-e816e81a6e55/a028d765f2e3be523b54ddc0db31ddd9.jpg?width=600&auto=webp,38,,2,Upholstered,,,,5213AP,2021-11-02
140,1445,2743 CC Waddinxveen (Bomenwijk),Apartment Limaweg,Rotsvast Gouda,/apartment-for-rent/waddinxveen/9cef8a4f/limaweg,https://casco-media-prod.global.ssl.fastly.net/9cef8a4f-aa54-57d4-8b10-67ffee5c7c4e/fcfddeffcc3e2daaeea3401fcf99213a.jpg?width=600&auto=webp,75,,3,Upholstered,,,,2743CC,2021-11-02
141,1295,3311 VH Dordrecht (Lombard en omgeving),Apartment Haringstraat,Verhuurmakelaar Hsiang,/apartment-for-rent/dordrecht/864d148a/haringstraat,https://casco-media-prod.global.ssl.fastly.net/864d148a-2f64-5633-b01b-7f74a9163dfe/91490e7ac7df8434901a039a2382f58a.jpg?width=600&auto=webp,180,,2,Upholstered,,,,3311VH,2021-11-02
142,1450,2032 HA Haarlem (Cremerbuurt),Apartment Prins Bernhardlaan,Koops Makelaardij,/apartment-for-rent/haarlem/ed64dea8/prins-bernhardlaan,https://casco-media-prod.global.ssl.fastly.net/ed64dea8-d194-5589-8c28-304decce274f/c7de32a6990d67bc33d00573dde6072f.jpg?width=600&auto=webp,86,,3,Upholstered,,,,2032HA,2021-11-02
143,1450,3572 AL Utrecht (Buiten Wittevrouwen),Apartment Biltstraat,Rotsvast Utrecht,/apartment-for-rent/utrecht/6e0a6292/biltstraat,https://casco-media-prod.global.ssl.fastly.net/6e0a6292-6cec-56e4-a645-35b0cd51ff66/fe56f84a13f5457a452f7182361e7158.jpg?width=600&auto=webp,47,,2,Furnished,,,,3572AL,2021-11-02
