,price,address,street,agency,irl,image,Living area,Rooms,Year of construction,interior,status,garden area,plot area,postcode,date
74,1800,1087 GZ Amsterdam (IJburg West),Apartment Erich Salomonstraat 352,Makelaardij Prins van Wijngaarden,/apartment-for-rent/amsterdam/bde4f9ee/erich-salomonstraat,https://casco-media-prod.global.ssl.fastly.net/bde4f9ee-ceab-5444-b0cc-940546f557bc/07df8b0042b15bf6ac66d98b71a3653a.jpg?width=600&auto=webp,100,4,2005,,,,,1087GZ,2021-08-30
75,6500,2582 JC Den Haag (Statenkwartier),House Frankenslag,Residence Makelaars,/house-for-rent/den-haag/1dd6ccbd/frankenslag,https://casco-media-prod.global.ssl.fastly.net/1dd6ccbd-b69e-50c2-a3df-3336d79fecbe/328eaabccf13c292e112106e3d39c9a4.jpg?width=600&auto=webp,265,9,1906-1930,,,,163 m²,2582JC,2021-08-30
76,3500,1071 KC Amsterdam (Museumkwartier),Apartment Jacob Obrechtstraat 1 II+III,AHA (Another Home Abroad),/apartment-for-rent/amsterdam/88ead9a2/jacob-obrechtstraat,https://casco-media-prod.global.ssl.fastly.net/88ead9a2-1107-5ecc-985d-02751b8ebaaa/891d214eceb2a72df347dee5a2b402d1.jpg?width=600&auto=webp,125,6,1906-1930,Upholstered,,,,1071KC,2021-08-30
77,1500,1081 GG Amsterdam (Buitenveldert-West),Apartment Nijenburg,Dames van Vermeer,/apartment-for-rent/amsterdam/83efbe03/nijenburg,https://casco-media-prod.global.ssl.fastly.net/83efbe03-4a14-514b-812b-b332f0e0c8d4/a5227d79e06bb5ca512a4066eda65bd1.jpg?width=600&auto=webp,55,2,1960-1970,Furnished,,,,1081GG,2021-08-30
78,1325,2545 DZ Den Haag (Dreven en Gaarden),Apartment Dedemsvaartweg,PSG-Wonen,/apartment-for-rent/den-haag/1f754158/dedemsvaartweg,https://casco-media-prod.global.ssl.fastly.net/1f754158-a7cc-5126-9409-239f83804518/8ef1a56b23c9921c9e9ae996ecfea631.jpg?width=600&auto=webp,100,4,1999,Upholstered or furnished,,,,2545DZ,2021-08-30
79,2500,3572 SM Utrecht (Wittevrouwen),House Bekkerstraat 154 C,Stadsdaemes onroerend goed ,/house-for-rent/utrecht/c6fb9590/bekkerstraat,https://casco-media-prod.global.ssl.fastly.net/c6fb9590-3636-53d5-95e0-64dc05476b07/44d6b6116a54162418a288a9c1a0964d.jpg?width=600&auto=webp,144,5,2007,,,8,,3572SM,2021-08-30
80,2000,1054 AK Amsterdam (Helmersbuurt),Apartment Alberdingk Thijmstraat 30 HS,AHA (Another Home Abroad),/apartment-for-rent/amsterdam/99df812c/alberdingk-thijmstraat,https://casco-media-prod.global.ssl.fastly.net/99df812c-5b1f-5952-8b1d-5979e4c03e00/80eb4f93991a91dea50f4c42a2edc8c3.jpg?width=600&auto=webp,78,3,1906-1930,Furnished,,,,1054AK,2021-08-30
81,1250,2595 GC Den Haag (Bezuidenhout-Midden),Apartment Koningin Marialaan 56,Makelaarsassociatie B.V.,/apartment-for-rent/den-haag/1783091b/koningin-marialaan,https://casco-media-prod.global.ssl.fastly.net/1783091b-4a22-515a-92be-581e765abc91/4771a6a1a61a5a1a1092334984c58cf8.jpg?width=600&auto=webp,65,3,1959,,,71,,2595GC,2021-08-30
82,1350,2011 EL Haarlem (Heiliglanden),House Ravelingsteeg 8 A,Nu Woonruimte,/house-for-rent/haarlem/72431f42/ravelingsteeg,https://casco-media-prod.global.ssl.fastly.net/72431f42-4380-5ec6-b1eb-c87b0923b7ba/b92d2e9efaef1b69be56d8b1e880d13c.jpg?width=600&auto=webp,51,3,Before 1906,,,,22 m²,2011EL,2021-08-30
83,1250,1076 BE Amsterdam (Prinses Irenebuurt e.o.),Apartment Johannes Worpstraat,Alcoco.nl,/apartment-for-rent/amsterdam/6aad1182/johannes-worpstraat,https://casco-media-prod.global.ssl.fastly.net/6aad1182-6f93-55e2-9cb9-b71ce27134ae/189e9f7586109477c3029aa363e9ce29.jpg?width=600&auto=webp,50,2,1971-1980,Upholstered or furnished,,,,1076BE,2021-08-30
84,1450,1092 GH Amsterdam (Transvaalbuurt),Apartment Pretoriusstraat,Match&Rent,/apartment-for-rent/amsterdam/c545cf58/pretoriusstraat,https://casco-media-prod.global.ssl.fastly.net/c545cf58-a4d0-5c31-94be-2b5825039d43/b2dac7f62b04276b294904405e115868.jpg?width=600&auto=webp,50,2,1909,Upholstered,,,,1092GH,2021-08-30
85,1100,4381 LG Vlissingen (Oude Binnenstad),Apartment Coosje Buskenstraat,123Wonen Zeeland,/apartment-for-rent/vlissingen/fef70bb2/coosje-buskenstraat,https://casco-media-prod.global.ssl.fastly.net/fef70bb2-c373-57f2-8dca-ec15b597b87b/99645551ebefbb265e9c96017b0e5fff.jpg?width=600&auto=webp,61,3,1955,Furnished,,,,4381LG,2021-08-30
86,1625,3515 XP Utrecht (Tuinwijk-West),Apartment Jan van den Doemstraat 93,Your-House,/apartment-for-rent/utrecht/e31655dc/jan-van-den-doemstraat,https://casco-media-prod.global.ssl.fastly.net/e31655dc-5944-5ad8-979a-6abd80b6a885/ba2c868f0ecc926dd7272e6e331e09a7.jpg?width=600&auto=webp,79,3,1931,Shell,,,,3515XP,2021-08-30
87,1200,6211 GZ Maastricht (Binnenstad),Apartment Achter de Comedie,Prohousing,/apartment-for-rent/maastricht/364e1660/achter-de-comedie,https://casco-media-prod.global.ssl.fastly.net/364e1660-0fad-5407-918b-a7f57bd7385f/609dd00ebf8bc025764e11aba6776275.jpg?width=600&auto=webp,110,3,,Upholstered,,,,6211GZ,2021-08-30
88,750,8931 AS Leeuwarden (Nijlân),Apartment Bordineweg,Maxx Leeuwarden,/apartment-for-rent/leeuwarden/1795336c/bordineweg,https://casco-media-prod.global.ssl.fastly.net/1795336c-4754-548e-888c-c2a4131b5ed4/e30394ed2e683dbe7f617f54febe5454.jpg?width=600&auto=webp,90,4,,Shell,,,,8931AS,2021-08-30
89,900,3082 JH Rotterdam (Oud Charlois),Apartment Verboomstraat 149 B,StartHousing,/apartment-for-rent/rotterdam/3524fe0b/verboomstraat,https://casco-media-prod.global.ssl.fastly.net/3524fe0b-3567-55a2-acd6-5b0069d51c7d/4b88595c2b84e83c708549e69739ee3c.jpg?width=600&auto=webp,55,2,1932,Upholstered,,,,3082JH,2021-08-30
90,1250,5091 WC Oost West en Middelbeers (Verspreide huizen Spoordonk),House De Stille Wille,123Wonen Eindhoven,/house-for-rent/oost-west-en-middelbeers/efd5f059/de-stille-wille,https://casco-media-prod.global.ssl.fastly.net/efd5f059-1a35-5bd2-a535-6302b6d2f25b/4389daf7611b15bed5edaf823547bf23.jpg?width=600&auto=webp,100,3,1980,Furnished,,,,5091WC,2021-08-30
91,1375,2511 EZ Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/2f30985d/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/2f30985d-1010-5a95-8caa-bc490808f954/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,74,3,2022,,,,,2511EZ,2021-08-30
92,995,2511 EX Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/df2b7dd7/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/df2b7dd7-b4da-5818-8557-986c13005a4c/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,57,2,2022,,,,,2511EX,2021-08-30
93,1775,2511 EZ Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/d8d6d6bd/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/d8d6d6bd-b147-5122-a4dd-c59825db532e/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,114,3,2022,,,,,2511EZ,2021-08-30
94,1195,2511 EX Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/2530efa7/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/2530efa7-f24b-57c5-bede-27abc44a4035/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,74,3,2022,,,,,2511EX,2021-08-30
95,1145,2511 EX Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/8496c083/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/8496c083-fe66-5e69-874e-73449d2a884b/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,77,3,2022,,,,,2511EX,2021-08-30
96,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,1873,Shell,,,,3012JM,2021-08-30
97,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,1994,Shell,,,,3015EA,2021-08-30
98,1305,2511 EZ Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/a49a89ca/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/a49a89ca-a2b8-5261-8d68-33a36af2188e/aeca51ce3eca8561b0260d4cf191eefd.jpg?width=600&auto=webp,78,3,2022,,,,,2511EZ,2021-08-30
99,1305,2511 EZ Den Haag (Uilebomen),Apartment Schedeldoekshaven,Frisia Makelaars,/apartment-for-rent/den-haag/b4ce97b3/schedeldoekshaven,https://casco-media-prod.global.ssl.fastly.net/b4ce97b3-8ea0-5b53-a1a3-5700151977a2/403c2814caa0870076887da8e5fe4831.jpg?width=600&auto=webp,74,3,2022,,,,,2511EZ,2021-08-30
100,945,6224 BW Maastricht (Wyckerpoort),House Noormannensingel,Bouwvereniging Woningzorg,/house-for-rent/maastricht/e4b69d74/noormannensingel,https://media.pararius.nl/image/PR0001658000/PR0001658061/image/jpeg/400x600/MaastrichtNoormannensingel-633e_3.jpg,92,4,1922,Shell,,,,6224BW,2021-08-30
101,3750,1077 MK Amsterdam (Apollobuurt),Apartment Rubensstraat,NOORESTATE,/apartment-for-rent/amsterdam/d1566975/rubensstraat,https://casco-media-prod.global.ssl.fastly.net/d1566975-83ad-5c9e-8815-93dada8c3d43/f445d2ab9be41927f302a0847589eeda.jpg?width=600&auto=webp,225,6,,Upholstered,,,,1077MK,2021-08-30
102,2250,1013 ES Amsterdam (Haarlemmerbuurt),Apartment Haarlemmerstraat,NOORESTATE,/apartment-for-rent/amsterdam/3ac7841c/haarlemmerstraat,https://casco-media-prod.global.ssl.fastly.net/3ac7841c-b9db-5a53-9410-428342c759dc/7f73cbe8b10968616b7759f9cb0b924f.jpg?width=600&auto=webp,74,3,,Furnished,,,,1013ES,2021-08-30
103,1600,1076 JA Amsterdam (Stadionbuurt),Apartment Van Tuyll van Serooskerkenweg,Domica Amsterdam,/apartment-for-rent/amsterdam/f2aa3b5b/van-tuyll-van-serooskerkenweg,https://casco-media-prod.global.ssl.fastly.net/f2aa3b5b-7a68-5356-a7ac-1750c0395af4/658e8fbd9142b4e1095ea3e4511c4cd2.jpg?width=600&auto=webp,70,3,,Upholstered,,,,1076JA,2021-08-30
104,475,2225 AJ Katwijk (De Noord),Apartment Buitensluisstraat,Neptunus Verhuur Katwijk,/apartment-for-rent/katwijk/c4f72d7e/buitensluisstraat,https://media.pararius.nl/image/PR0001658000/PR0001658060/image/jpeg/400x600/KatwijkBuitensluisstraat-1fde_1.jpg,25,2,2000,Upholstered or furnished,,,,2225AJ,2021-08-30
105,675,2225 EN Katwijk (Midden),Apartment Voorstraat,Neptunus Verhuur Katwijk,/apartment-for-rent/katwijk/4e61f6de/voorstraat,https://media.pararius.nl/image/PR0001658000/PR0001658059/image/jpeg/400x600/KatwijkVoorstraat-6c45_1.jpg,30,2,2000,Upholstered or furnished,,,,2225EN,2021-08-30
106,945,4822 WE Breda (Kesteren),Apartment Maria Koijenhof,Home & Away,/apartment-for-rent/breda/29158d63/maria-koijenhof,https://media.pararius.nl/image/PR0001658000/PR0001658058/image/jpeg/400x600/BredaMariaKoijenhof-1810_2.jpg,42,2,1985,Upholstered,,,,4822WE,2021-08-30
107,845,6211 RC Maastricht (Statenkwartier),Apartment Herbenusstraat 131 A,Immosa Makelaardij,/apartment-for-rent/maastricht/aee462f4/herbenusstraat,https://casco-media-prod.global.ssl.fastly.net/aee462f4-777d-5e94-95a9-5de609d9df85/e34a09de826d538d30ba136e64b2adef.jpg?width=600&auto=webp,31,3,1900,,,35,,6211RC,2021-08-30
108,1495,9712 LH Groningen (Hortusbuurt-Ebbingekwartier),Apartment Boterdiep,Bosscha Makelaardij,/apartment-for-rent/groningen/8290c4fc/boterdiep,https://casco-media-prod.global.ssl.fastly.net/8290c4fc-d7b6-5663-a97d-43131c957bc3/bff58bc70ddd842ed321562a6a02bbfe.jpg?width=600&auto=webp,86,3,2019,Furnished,,,,9712LH,2021-08-30
109,2495,3231 AN Brielle (Brielle),House Slagveld,Rental Rotterdam,/house-for-rent/brielle/db637f5e/slagveld,https://casco-media-prod.global.ssl.fastly.net/db637f5e-f9c6-5ee4-a7d7-1d6a7515c128/9bc93a841e0a888ebfab13cc605131ec.jpg?width=600&auto=webp,120,4,2009,,,,150 m²,3231AN,2021-08-30
110,1450,1431 VC Aalsmeer (Stommeer),Apartment Hortensialaan,J.T.M.D. vastgoed beheer B.V.,/apartment-for-rent/aalsmeer/c6bef38d/hortensialaan,https://casco-media-prod.global.ssl.fastly.net/c6bef38d-73e2-56f5-af23-aa9a7c54c28c/a9e8dc883e2ee9e5c5d167fb5f3d11b5.jpg?width=600&auto=webp,64,5,,Furnished,,,,1431VC,2021-08-30
111,1600,1431 SX Aalsmeer (Stommeer),Apartment Geraniumstraat,J.T.M.D. vastgoed beheer B.V.,/apartment-for-rent/aalsmeer/52377fed/geraniumstraat,https://casco-media-prod.global.ssl.fastly.net/52377fed-dbc7-5aff-adb8-e4921ac59af0/486706dd0fc737cf507998cc73387cb0.jpg?width=600&auto=webp,70,1,1965,Upholstered or furnished,,,,1431SX,2021-08-30
112,1545,5643 AL Eindhoven (Kruidenbuurt),House Leenderweg,Budget Housing,/house-for-rent/eindhoven/1036d8fd/leenderweg,https://media.pararius.nl/image/PR0001658000/PR0001658057/image/jpeg/400x600/EindhovenLeenderweg-0698_11.jpg,114,5,,Upholstered,,,,5643AL,2021-08-30
113,1595,2935 BH Ouderkerk aan den IJssel (Verspr. huizen Ouderkerk Noord),House IJsseldijk-Noord,Fransen Vastgoed,/house-for-rent/ouderkerk-aan-den-ijssel/bc724252/ijsseldijk-noord,https://media.pararius.nl/image/PR0001658000/PR0001658056/image/jpeg/400x600/OuderkerkaandenIJsselIJsseldijkNoord-a3ad_1.jpg,150,5,2020,Upholstered,,,,2935BH,2021-08-30
114,1500,2041 KE Zandvoort (Boulevard Noord),Apartment Burgemeester van Alphenstraat,Momo Makelaardij en Vastgoed B.V.,/apartment-for-rent/zandvoort/71fe535f/burgemeester-van-alphenstraat,https://casco-media-prod.global.ssl.fastly.net/71fe535f-6953-5bed-ad9f-d383286eb815/d6a267ea914c43e2dadbacea97d0a031.jpg?width=600&auto=webp,64,2,1961,Furnished,,,,2041KE,2021-08-30
115,642,3073 HD Rotterdam (Bloemhof),Apartment Putsebocht 61,Rent2You,/apartment-for-rent/rotterdam/362e59f1/putsebocht,https://casco-media-prod.global.ssl.fastly.net/362e59f1-4416-5c68-a49a-9525438d9b47/c3feb14e8f8715dc744579659d496077.jpg?width=600&auto=webp,60,2,1960,,,,,3073HD,2021-08-30
116,925,3553 BR Utrecht (Elinkwijk en omgeving),Apartment Edisonstraat,Houserenting Company,/apartment-for-rent/utrecht/426bf774/edisonstraat,https://casco-media-prod.global.ssl.fastly.net/426bf774-aab6-58b0-981a-a1e32e2a0ec7/563e622267f0f216e9e07baa0f769f7d.jpg?width=600&auto=webp,40,2,,Upholstered,,,,3553BR,2021-08-30
117,755,2711 DX Zoetermeer (Stadscentrum),Apartment Engelandlaan,Kolpa V.V.S. Beheer,/apartment-for-rent/zoetermeer/d75f9ce5/engelandlaan,https://casco-media-prod.global.ssl.fastly.net/d75f9ce5-c580-5104-a97f-6de6f69b05d3/d6d7d814c4ee02a019bc20f1a423c426.jpg?width=600&auto=webp,47,2,,Upholstered,,,,2711DX,2021-08-30
118,2100,5211 TL Den Bosch (Binnenstad-Centrum),Apartment Brede Haven,EHR Breda,/apartment-for-rent/den-bosch/7e3db68f/brede-haven,https://media.pararius.nl/image/PR0001658000/PR0001658055/image/jpeg/400x600/DenBoschBredeHaven-ee90_1.jpg,142,3,1855,Furnished,,,,5211TL,2021-08-30
119,810,2711 DW Zoetermeer (Stadscentrum),Apartment Engelandlaan,Kolpa V.V.S. Beheer,/apartment-for-rent/zoetermeer/cbfb862a/engelandlaan,https://casco-media-prod.global.ssl.fastly.net/cbfb862a-f692-5638-b129-d40fe26fa27a/18262a077b3d493f3fb0b362e55adb9f.jpg?width=600&auto=webp,50,1,,Upholstered,,,,2711DW,2021-08-30
120,3250,1073 AZ Amsterdam (Oude Pijp),Apartment Stadhouderskade,Relocation-Amsterdam,/apartment-for-rent/amsterdam/a27411d6/stadhouderskade,https://casco-media-prod.global.ssl.fastly.net/a27411d6-9a35-55b8-9151-d6b1e35056cd/a5c5086546cfa21db9295b866030a0a7.jpg?width=600&auto=webp,120,5,1878,,,30,,1073AZ,2021-08-30
121,1500,1444 ET Purmerend (Overwhere-Noord),House K. de Boerstraat,RELO Wonen,/house-for-rent/purmerend/a64e603c/k-de-boerstraat,https://media.pararius.nl/image/PR0001658000/PR0001658053/image/jpeg/400x600/PurmerendKdeBoerstraat-70f9_1.jpg,108,5,1972,,,83,,1444ET,2021-08-30
122,1300,3817 ES Amersfoort (Rubensstraat),Apartment Lambert Heijnricsstraat,Bosscha Makelaardij,/apartment-for-rent/amersfoort/da28da46/lambert-heijnricsstraat,https://casco-media-prod.global.ssl.fastly.net/da28da46-4bc9-5b94-9177-11b0ba2eaa5f/3e99ddbf679e7eca16302187907d8b65.jpg?width=600&auto=webp,60,2,1970,Upholstered,,,,3817ES,2021-08-30
123,1375,2225 XS Katwijk (De Noord),House Jan Tooropstraat,Tameling Verhuur,/house-for-rent/katwijk/f37c7947/jan-tooropstraat,https://casco-media-prod.global.ssl.fastly.net/f37c7947-cf0b-508b-b9b2-18de9134958b/3b611d91ad2b22f41357264d27a2cc9f.png?width=600&auto=webp,80,4,1925,,,,90 m²,2225XS,2021-08-30
124,1175,2225 MB Katwijk (Centrum),House Schippersdam 2,Tameling Verhuur,/house-for-rent/katwijk/c0beeb7e/schippersdam,https://casco-media-prod.global.ssl.fastly.net/c0beeb7e-609b-522e-a3f4-6eccdf269990/80c6aae7a751f7e1e422caf4ace21c1d.jpg?width=600&auto=webp,63,3,1901,,,,79 m²,2225MB,2021-08-30
125,1100,3814 SM Amersfoort (Evertsenstraat),House Trompstraat 19,Hoen Vastgoedbeheer ,/house-for-rent/amersfoort/8cbe5c14/trompstraat,https://casco-media-prod.global.ssl.fastly.net/8cbe5c14-b313-58d0-a4bf-0d613ea08c38/fb1292b121cb246e5540b97a4c08adfa.jpg?width=600&auto=webp,95,4,1931-1944,,,24,,3814SM,2021-08-30
126,1650,2316 ZR Leiden (Stationskwartier),Apartment Parmentierweg,Koops Makelaardij Leiden,/apartment-for-rent/leiden/cd078c3b/parmentierweg,https://casco-media-prod.global.ssl.fastly.net/cd078c3b-9d28-566d-a568-9c7bfd185fcb/97115ba5c026ba8edada555fc6d7173f.jpg?width=600&auto=webp,80,3,1993,Furnished,,,,2316ZR,2021-08-30
127,2500,5611 HW Eindhoven (Witte Dame),Apartment De Regent,Lightcity Housing,/apartment-for-rent/eindhoven/c532fbd1/de-regent,https://casco-media-prod.global.ssl.fastly.net/c532fbd1-bf53-57b0-bf09-789a4ddf1699/9a76dc0e304c324fed55047d6bc02e78.jpg?width=600&auto=webp,104,3,,Furnished,,,,5611HW,2021-08-30
128,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,2001,Upholstered,,,,5301EN,2021-08-30
129,1650,1011 HS Amsterdam (Nieuwmarkt/Lastage),Apartment Groenburgwal 47 3,Van Keulen Beheer B.V.,/apartment-for-rent/amsterdam/c0776279/groenburgwal,https://media.pararius.nl/image/PR0001653000/PR0001653788/image/jpeg/400x600/AmsterdamGroenburgwal-c8e8_5.jpg,40,2,,Upholstered,,,,1011HS,2021-08-30
130,695,6131 HB Sittard (Sittard-Centrum),Studio Paardestraat,Housing 4 You,/studio-for-rent/sittard/327a31e0/paardestraat,https://casco-media-prod.global.ssl.fastly.net/327a31e0-b29f-56b3-b68c-25f0ed7d60ea/d3a59de22678a44c8e5fde9f1c1bb2ea.jpg?width=600&auto=webp,60,2,,Upholstered,,,,6131HB,2021-08-30
131,1095,5014 DM Tilburg (Loven Noord),Apartment Lovensestraat,De Huissleutel,/apartment-for-rent/tilburg/1f4e404b/lovensestraat,https://casco-media-prod.global.ssl.fastly.net/1f4e404b-0aa7-50c4-b555-6b9ed358251b/e1ff08cac8df6d4dc7bedb0357b5b664.jpg?width=600&auto=webp,50,2,,Upholstered,,,,5014DM,2021-08-30
132,1095,5652 XN Eindhoven (Lievendaal),Apartment Welschapsedijk,DHVC Vastgoed,/apartment-for-rent/eindhoven/24f02bd3/welschapsedijk,https://casco-media-prod.global.ssl.fastly.net/24f02bd3-7193-5ab3-bd02-c0b6186772fe/2488308638912046c7f541b728c2ef75.jpg?width=600&auto=webp,69,3,1960,,,,,5652XN,2021-08-30
133,2500,1013 GN Amsterdam (Haarlemmerbuurt),Apartment Korte Prinsengracht,ME Makelaars BV,/apartment-for-rent/amsterdam/ed543d38/korte-prinsengracht,https://casco-media-prod.global.ssl.fastly.net/ed543d38-b422-57ec-8eb0-839241c3f28b/8e8c8f6ca8902776b94923421302bb85.jpg?width=600&auto=webp,87,4,1005,,,,,1013GN,2021-08-30
134,925,1404 BT Bussum (Prins Hendrikkwartier),Apartment Generaal de la Reijlaan 22 B,Nienaber Makelaars,/apartment-for-rent/bussum/81b4aab7/generaal-de-la-reijlaan,https://casco-media-prod.global.ssl.fastly.net/81b4aab7-2749-5779-a6cb-82950d653489/c12636abaf5c99eb9d96236c548a06ca.jpg?width=600&auto=webp,53,2,1999,,,,,1404BT,2021-08-30
135,3500,1015 AD Amsterdam (Grachtengordel-West),Apartment Singel,Mar. J. Heule,/apartment-for-rent/amsterdam/fbdffc7d/singel,https://casco-media-prod.global.ssl.fastly.net/fbdffc7d-57d9-51f4-abbb-77f1af502a9c/c7bc6c95bd5c6e3e3d59d0e8a65f47e0.jpg?width=600&auto=webp,125,3,1740,,,,,1015AD,2021-08-30
136,1200,2025 AA Haarlem (Dietsveld),Apartment Vondelweg 2,Lokaal Makelaardij,/apartment-for-rent/haarlem/e8baa303/vondelweg,https://casco-media-prod.global.ssl.fastly.net/e8baa303-a663-50b0-8e98-14f67481250e/56e24e1d8ef8466c5dc9ca6ec7b597cb.jpg?width=600&auto=webp,50,2,1939,Furnished,,,,2025AA,2021-08-30
137,2250,2082 GT Santpoort-Zuid (Blekersbuurt),House Kluijskenslaan 5,Lokaal Makelaardij,/house-for-rent/santpoort-zuid/70867429/kluijskenslaan,https://casco-media-prod.global.ssl.fastly.net/70867429-63bc-5791-b4c4-71dbd12c5856/a000293892841b9e02a619ffa0433d90.jpg?width=600&auto=webp,113,5,1934,,,42,,2082GT,2021-08-30
138,1500,1013 HK Amsterdam (Haarlemmerbuurt),Apartment Binnen Dommersstraat 25 I,Rappange Makelaardij,/apartment-for-rent/amsterdam/d7531470/binnen-dommersstraat,https://casco-media-prod.global.ssl.fastly.net/d7531470-e4ea-5f9e-9870-b7a9fc9836a7/f8a73d5566a15948962d59d19f5c1332.jpg?width=600&auto=webp,60,2,Before 1906,Upholstered,,,,1013HK,2021-08-30
139,1650,1066 NN Amsterdam (Sloter-/Riekerpolder),Apartment Vorselaarstraat 38,JLG Real Estate,/apartment-for-rent/amsterdam/c162f120/vorselaarstraat,https://casco-media-prod.global.ssl.fastly.net/c162f120-3658-5b0a-82d7-723f2308ecaa/ae2123f9b78090d93d755b43cea76260.jpg?width=600&auto=webp,103,3,1995,,,45,,1066NN,2021-08-30
140,1495,1111 GE Diemen (Centrum Oost),Apartment Prinses Beatrixlaan 38,A1 Executive Estate,/apartment-for-rent/diemen/bed52ffb/prinses-beatrixlaan,https://casco-media-prod.global.ssl.fastly.net/bed52ffb-77d8-56d9-abd7-aed20f247726/0155e41e44261f4f980accc12aa3eb6c.jpg?width=600&auto=webp,100,5,1960,,,,,1111GE,2021-08-30
141,1500,2105 VD Heemstede (Rivierenbuurt),Apartment Amstellaan,Koops Makelaardij,/apartment-for-rent/heemstede/47487e24/amstellaan,https://casco-media-prod.global.ssl.fastly.net/47487e24-e0a4-557b-b7fa-4774756e7e89/15117daf96ae77db583ffea7cfdff481.jpg?width=600&auto=webp,106,5,1960-1970,Upholstered,,,,2105VD,2021-08-30
